title,link,address,company,short_description,rich_description,salary,skils
UX/UI-дизайнер,https://hh.ru/vacancy/129469701?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Яндекс Крауд: Контент,"Работали с внутренними продуктами и внутренними пользователями, проектировали сервисы внутри больших экосистем. Понимаете, какие бывают исследования, и можете применять их...",,,
Веб-дизайнер,https://hh.ru/vacancy/131211722?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ЗАО СП.АРМ,Высшее образование в сфере дизайна. -Профессиональный опыт работы в роли web-,,,
Веб-дизайнер,https://hh.ru/vacancy/131815982?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ООО Эксбо Север,С опытом работы,,,
Веб-дизайнер / графический дизайнер,https://hh.ru/vacancy/132000913?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Владимир, р-н Октябрьский",ООО Нильс,"Релевантный опыт от 3-х лет. Владение программами Adobe, Figma. Навыки работы с нейросетями (обязательно). Умение работать в команде.",,"от 100 000 ₽ за месяц, до вычета налогов",
Веб-дизайнер,https://hh.ru/vacancy/131954741?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ТАО,...опыт,,,
Digital-дизайнер / Мультидизайнер,https://hh.ru/vacancy/132000255?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Фотосклад.ру,Опыт работы мультидисциплинарным,,,
UX/UI-дизайнер,https://hh.ru/vacancy/130598243?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ГЛОБАЛ ПЭЙ,Опыт в финтехе. Наличие кейсов создания,,"от 200 000 ₽ за месяц, на руки",
Дизайнер в онлайн - школу,https://hh.ru/vacancy/131546180?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Матита,"Уверенно владеет конструктором сайтов ""Tilda"", опыт создания лендингов от 1 года. Свободно использует Zero Block, анимацию. Уверенно владеет Adobe Photoshop...",,"до 60 000 ₽ за месяц, до вычета налогов",
UX/UI дизайнер,https://hh.ru/vacancy/131190556?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,TutorPlace,Понимание принципов UX-дизайна и современных UI-паттернов. Наличие портфолио с,,"70 000 ₽ за месяц, на руки",
Веб-дизайнер,https://hh.ru/vacancy/131843228?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Самара,ИП Лыкова Анастасия Александровна,Опыт: от 2–3 лет в,,"от 50 000 ₽ за месяц, на руки",
"Дизайнер (UX/UI, веб, графика)",https://hh.ru/vacancy/131421579?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ЭБС Лань,"Опыт работы от 1 года (готовы рассмотреть кандидатов без опыта, в таком случае, просьба прикрепить мотивационное письмо). Умение работать в...",,,
Графический дизайнер (маркетплейсы),https://hh.ru/vacancy/131228571?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,WildSpace,Свободное владение Adobe Photoshop. Умение создавать креативные визуалы в рекламных целях. Умение делать Арты в фотошопе. Наличие портфолио обязательно. *,,"57 500 – 93 000 ₽ за месяц, на руки",
Графический дизайнер,https://hh.ru/vacancy/131939826?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО «ЛСР»,"Профильное образование (графический дизайн, визуальные коммуникации или смежные направления). Уверенное владение профессиональными графическими редакторами. Грамотность и развитый визуальный кругозор.",,,
Менеджер веб-проектов / аккаунт-менеджер,https://hh.ru/vacancy/131432997?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Феррум Студио,Опыт работы в сфере интернет рекламы и web от двух лет. Приветствуется опыт работы на аналогичной должности в,,"от 85 000 ₽ за месяц, на руки",
UX/UI Дизайнер,https://hh.ru/vacancy/131165807?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Скилла Работа,Опыт работы в UX/UI дизайне от 2-х лет. Портфолио с примерами сложных интерфейсов В нем должно быть минимум...,,"80 000 – 120 000 ₽ за месяц, на руки",
Графический дизайнер,https://hh.ru/vacancy/130825944?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Studia 54,Стремишься к развитию и самосовершенствованию. Работаешь графическим или,,"90 000 – 100 000 ₽ за месяц, до вычета налогов",
Brand-designer / Senior Графический дизайнер,https://hh.ru/vacancy/131304193?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Айти Ворлд,"Уверенно владеешь графическими редакторами: Adobe Photoshop, Illustrator, Figma (опыт работы с анимацией будет плюсом). Умеешь как работать по референсам или...",,,
Senior UX/UI-дизайнер,https://hh.ru/vacancy/131579239?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Хьюнет,Вы знаете принципы консистентности и можете легко построить дизайн мобайл-,,,
Графический дизайнер SELA,https://hh.ru/vacancy/131176782?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Melon Fashion Group. Офис,Опыт работы в дизайне от 3х лет. Уверенные скилы графического,,,
Старший дизайнер продукта (Senior Product Designer),https://hh.ru/vacancy/131404514?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,АО Интернет Проекты,"Разбираться в сложной логике и структурировать её. Про специфику: Например, чтобы спроектировать управление DKIM, придётся сначала разобраться в email-аутентификации...",,"от 251 900 ₽ за месяц, до вычета налогов",
Главный специалист отдела маркетинга-дизайнер,https://hh.ru/vacancy/131882016?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,СПБ ГКУ Центр информационного сопровождения,"Образование. Обязательно: Высшее. Желательно: Высшее образование в области маркетинга, связи с общественностью, дизайн, экономики или смежных областях. Опыт работы.",,"от 115 000 ₽ за месяц, на руки",
Старший дизайнер продукта в B2C команду,https://hh.ru/vacancy/131907170?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Ульяновск, р-н Ленинский",Суточно.ру,"Сильное продуктовое портфолио, ты можешь подкрепить результаты цифрами. Опыт работы в продукте. Системное мышление.",,,
Веб-дизайнер,https://hh.ru/vacancy/131521278?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,"РусКабель, Медиахолдинг",Опыт,,"от 100 000 ₽ за месяц, на руки",
Веб-дизайнер (уровень middle),https://hh.ru/vacancy/130835047?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Bono Digital x Creative,"Уверенные знания в Figma, Adobe Photoshop и Adobe Illustrator. Плюсом будут знания Tilda и Midjourney. Опыт от 2х лет...",,,
Графический дизайнер,https://hh.ru/vacancy/131813880?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Bolder Agency,Сильное портфолио в графическом и,,,
Веб-дизайнер,https://hh.ru/vacancy/129806845?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Яндекс Крауд: Контент,Имеете опыт работы,,,
Дизайнер интерфейсов,https://hh.ru/vacancy/131794327?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Wanted,Опыт проектирования интерфейсов для мобильных и,,,
Графический дизайнер,https://hh.ru/vacancy/131796289?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,"ЗооОптТорг.рф, сеть зоомагазинов","Опыт работы в графическом дизайне от 2 лет. Уверенное владение: Adobe Photoshop, Illustrator, InDesign, Figma. Опыт дизайна и верстки лендингов...",,"от 90 000 ₽ за месяц, на руки",
Графический дизайнер,https://hh.ru/vacancy/131709843?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,AFINA,Опыт работы графическим,,"от 100 000 ₽ за месяц, на руки",
Графический дизайнер,https://hh.ru/vacancy/131119526?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,АО Красный дельфин,"Знание и умение работать в программах MS Office (Word, Excel, Power Point). Опыт работы графическим",,,
Графический дизайнер,https://hh.ru/vacancy/131667902?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Холдинг AAG,"Ссылку на портфолио. Отличное знание Photoshop, Illustrator, InDesign, After Effects (или умение работать с видео в других программах, желательно из...",,,
Веб-дизайнер,https://hh.ru/vacancy/131112276?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,User Tech,Опыт работы в,,"50 000 – 150 000 ₽ за месяц, до вычета налогов",
Дизайнер,https://hh.ru/vacancy/131482144?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,НИИ Вектор,Опыт работы с 3D‑визуализацией или программами для неё. Навыки моушн‑дизайна. Базовые знания,,,
Дизайнер,https://hh.ru/vacancy/131101702?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Цитадель,"Умение работать в команде, договариваться и аргументировать свои решения. Навыки проектирования от контекста. Контекста, в котором пользователь работает с интерфейсом.",,,
Веб-дизайнер middle,https://hh.ru/vacancy/131251349?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Клиника доброго маркетолога №1,"В «Клинику доброго маркетолога» нужен умный, рукастый и эрудированный",,,
Веб-дизайнер сайта на Tilda,https://hh.ru/vacancy/131354951?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ИП Гришин Егор Владимирович,"опыт создания сложных страницы с нестандартным форматированием. -наличие готовых кейсов в области онлайн образования, будет вашим преимуществом. -наличие портфолио - обязательно. -",,"от 100 000 ₽ за услугу, на руки",
Дизайнер/верстальщик на Tilda,https://hh.ru/vacancy/131670388?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Nevsky Agency,"Понимание дизайн-процесса. Опыт работы в Figma от 1 года, отличное знание программы. Опыт верстки адаптивных сайтов на No-code...",,"60 000 – 120 000 ₽ за месяц, на руки",
UX/UI-дизайнер (продуктовый дизайнер),https://hh.ru/vacancy/131619764?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Бараковский Алексей Альбертович,"Collaba приветствует тебя, путник. Обычно тут пишут пункты и конкретные задачи, но у нас есть понимание вариативности запуска и развития...",,,
Графический дизайнер в офис,https://hh.ru/vacancy/131638712?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ГРУППА КОМПАНИЙ ГЛОБУС,"Опыт работы в от 3 лет. Хороший вкус, глубокий скилл и насмотренность. Основы дизайна: колористика, композиция, типографика. Умение работать с...",,"85 000 – 120 000 ₽ за месяц, до вычета налогов",
Продуктовый дизайнер (Senior UX/UI),https://hh.ru/vacancy/131657252?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Evercode Lab,...,,,
Ведущий UX/UI-дизайнер (веб и мобильная разработка),https://hh.ru/vacancy/131394118?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Coding Team,Опыт работы,,"160 000 – 180 000 ₽ за месяц, на руки",
UX/UI-дизайнер,https://hh.ru/vacancy/131541154?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Елабужский район, Особая экономическая зона Алабуга",Алабуга. Служба стратегического развития,Опыт проектирования новых интерфейсов. Умение разрабатывать адаптивные интерфейсы для,,"от 157 500 ₽ за месяц, до вычета налогов",
Дизайнер,https://hh.ru/vacancy/129871482?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ЛДЦ МИБС,"наличие портфолио, которое демонстрирует необходимый опыт работы. - профессиональное владение следующими программами: Adobe Photoshop, Illustrator, InDesign, другими — опционально. - понимание основ UI...",,"75 000 – 85 000 ₽ за месяц, на руки",
UX/UI-дизайнер,https://hh.ru/vacancy/130654471?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Evercode Lab,"Чем будешь заниматься: Работаешь с теми, кто реально шарит в Web3 и финтехе и готов делиться опытом.",,,
UX/UI-дизайнер,https://hh.ru/vacancy/131298203?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Advline,Не менее двух лет комерческого опыта в,,,
Видеодизайнер / Motion-дизайнер креативов (Арбитраж трафика),https://hh.ru/vacancy/131485398?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Бест Студио,"Уверенное владение софтом для видеомонтажа и работы с графикой (Premiere Pro, After Effects, Photoshop или их аналоги — работай в чем...",,"50 000 – 90 000 ₽ за месяц, до вычета налогов",
Project Manager (Менеджер проектов) по веб-разработке,https://hh.ru/vacancy/131318598?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,its.agency,Опыт работы в digital /,,"от 120 000 ₽ за месяц, на руки",
Дизайнер UI/UX,https://hh.ru/vacancy/131193149?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ИП Магадеев Владимир Сергеевич,Опыт работы UI/UX-,,,
Старший продуктовый дизайнер в Одноклассники,https://hh.ru/vacancy/131340757?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,"VK, Одноклассники",Умение работать в команде и слышать других. Опыт работы над мобильными и,,,
Графический дизайнер в офис (г. Санкт-Петербург),https://hh.ru/vacancy/129593544?query=%D0%B2%D0%B5%D0%B1+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Рише,"Наличие портфолио обязательно! Плюсом будут любые дополнительные творческие навыки, в которых Вы хороши (фотография, 3D,",,"70 000 – 120 000 ₽ за месяц, на руки",
